ID,Name,CAS,Formula,Ion Species,Mass (DB),CCS (DB),RT,SD,DT,SD,CCS,SD,m/z,SD,Abundance,RSD,Z,Ions,Freq.,Q Score,Sat.,Mark,POS QCdilution 0 0625 DI2.d.HRdm, POS QCdilution 0 125 DI2.d.HRdm, POS QCdilution 0 25 DI2.d.HRdm, POS QCdilution 0 5 DI2.d.HRdm, POS QCdilution 1 0 DI2.d.HRdm, POS S1P DI2.d.HRdm, POS S1S DI2.d.HRdm, POS S2P DI2.d.HRdm, POS S2S DI2.d.HRdm, POS S3P DI2.d.HRdm, POS S3S DI2.d.HRdm, POS W1P DI2.d.HRdm, POS W1S DI2.d.HRdm, POS W2P DI2.d.HRdm, POS W2S DI2.d.HRdm, POS W3P DI2.d.HRdm, POS W3S DI2.d.HRdm
5501,Chivosazole E,,C46 H65 N O12,(M+Na)+,823.4507,,0.228,,46.387,,275.14,,846.4356,,0.0000048,4.12,1,2,1,91.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,38509.1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5502,,,,,,,1.455,0.01,36.241,0.019,216.98,0.12,502.2274,0.001,0.0000048,2.92,1,2,2,93.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,9162.026,0.001,0.001,0.001,0.001,26075.84,0.001,0.001
5503,,,,,,,2.278,,38.988,,230.73,,918.4891,,0.0000047,4.12,1,2,1,93.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,42125.5,0.001,0.001,0.001,0.001,0.001,0.001
5504,,,,,,,1.473,,39.456,,235.26,,609.3282,,0.0000047,4.12,1,2,1,82.5,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,41796.34,0.001,0.001,0.001,0.001,0.001,0.001
5505,Citronellyl beta-sophoroside,209681-41-4,C22 H40 O11,(M+Na)+,480.2571,,1.453,,36.357,,217.67,,503.2465,,0.0000047,4.12,1,2,1,93.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,37880.4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5506,,,,,,,2.087,0.004,39.23,0.001,230.9,0.01,1450.9605,0.0017,0.0000047,2.99,1,2,2,91.7,,FALSE,0.001,0.001,0.001,0.001,25210.43,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,7633.364,0.001,0.001,0.001
5507,,,,,,,2.749,,45.573,,270.8,,757.3437,,0.0000047,4.12,1,2,1,100,,FALSE,0.001,0.001,0.001,0.001,37872.85,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5508,Mycolactone,,C44 H70 O9,(M+Na)+,742.502,,2.419,,35.364,,209.76,,765.4863,,0.0000047,4.12,1,2,1,97.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,40691.87,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5509,Fenpyroximate,134098-61-6,C24 H27 N3 O4,(M+Na)+,421.2002,,1.879,,32.698,,196.3,,444.1899,,0.0000047,4.12,1,2,1,93.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,40565.88,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5510,,,,,,,2.292,0.002,36.014,0.257,213.22,1.53,861.9847,0.0005,0.0000046,2.24,1,2,3,93.7,,FALSE,0.001,0.001,0.001,0.001,12613.22,0.001,13942.35,0.001,0.001,0.001,0.001,0.001,0.001,0.001,12090.79,0.001,0.001
5511,,,,,,,0.937,,37.374,,223.72,,510.2947,,0.0000046,4.12,1,2,1,99.9,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,22614.68,0.001,0.001,0.001
5512,,,,,,,1.988,,27.255,,165.08,,328.0511,,0.0000046,4.12,1,2,1,98.9,,FALSE,0.001,0.001,0.001,0.001,37488.61,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5513,Biapenem,120410-24-4,C15 H19 N4 O4 S,(M+Na)+,351.1127,,0.218,,29.662,,178.92,,374.1029,,0.0000046,4.12,1,2,1,85.2,,FALSE,0.001,0.001,0.001,0.001,0.001,25708.59,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5514,,,,,,,2.517,,11.171,,64.73,,1375.7428,,0.0000046,4.12,1,2,1,93.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,41115.7,0.001,0.001,0.001,0.001,0.001,0.001
5515,,,,,,,0.228,,39.308,,236.25,,446.1216,,0.0000046,4.12,1,2,1,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,22773.43,0.001
5516,Leucomycin A6,18361-48-3,C40 H65 N O15,(M+H)+,799.4354,,0.858,,45.907,,272.53,,800.445,,0.0000046,4.12,1,3,1,93.7,,FALSE,0.001,0.001,20653.89,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5517,Isoliquiritigenin 2'-methy ether,,C16 H14 O4,(M+H)+,270.0892,,1.849,,27.7,,169.18,,271.0979,,0.0000046,4.12,1,2,1,81.8,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,46367.12,0.001,0.001,0.001,0.001
5518,Casimiroedine,01/02/5853,C21 H27 N3 O6,(M+Na)+,417.19,,0.571,,31.901,,191.52,,440.1801,,0.0000046,4.12,1,2,1,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,22595.14,0.001
5519,,,,,,,1.841,,47.604,,282.54,,821.4442,,0.0000046,4.12,1,2,1,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,37031.67,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5520,β-methasone valerate,2152-44-5,C27 H37 F O6,(M+H)+,476.2574,,0.534,,36.733,,220.25,,477.2686,,0.0000046,4.12,1,2,1,85.6,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,45213.25
5521,S9947,,C29 H27 N3 O3,(M+Na)+,465.2052,,1.633,,34.811,,208.52,,488.193,,0.0000046,4.12,1,2,1,90.2,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,21818.68,0.001,0.001,0.001,0.001,0.001
5522,Stigmatellin Y,,C29 H40 O6,(M+NH4)+,484.2825,,0.25,,38.497,,230.58,,502.3205,,0.0000046,4.12,1,2,1,99.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,46105.75,0.001,0.001,0.001,0.001
5523,Ginsenoside Rc,11021-14-0,C53 H90 O22,(M+Na)+,1078.5924,,2.388,,56.886,,336.5,,1101.5824,,0.0000046,4.12,1,2,1,93.2,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,39783.25,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5524,,,,,,,1.36,,42.75,,254.7,,646.3596,,0.0000046,4.12,1,2,1,93.1,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,39777.44,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5525,Coutaric acid,,C18 H27 N3 O4,(M+H)+,349.2002,,1.814,,28.738,,173.71,,350.2067,,0.0000046,4.12,1,2,1,92.8,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,46070.81,0.001,0.001,0.001,0.001
5526,,,,,,,1.697,,35.516,,210.48,,806.4107,,0.0000045,4.12,1,2,1,93.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,39644.02,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5527,,,,,,,0.311,,30.363,,183.73,,344.2291,,0.0000045,4.12,1,2,1,100,,FALSE,0.001,0.001,0.001,0.001,36781.66,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5528,Soyasapogenol D,65892-76-4,C31 H52 O3,(M+Na)+,472.3916,,0.224,0.001,41.378,0.286,248.04,1.73,495.3804,0.0011,0.0000045,2.86,1,2,2,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,9900.429,0.001,0.001,0.001,12648.41,0.001,0.001,0.001
5529,Congo red,14684-01-6,C32 H24 N6 O6 S2,(M+H)+,652.1199,,0.235,,40.799,,242.96,,653.1279,,0.0000045,4.12,1,2,1,97.6,,FALSE,0.001,0.001,0.001,0.001,36734.53,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5530,YVR (Tryptic Peptide),,C20 H32 N6 O5,(M+H)+,436.2434,202.7,1.621,,33.477,,201.1,,437.2522,,0.0000045,4.12,1,2,1,90.3,,FALSE,12042.12,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5531,,,,,,,0.246,,42.137,,250.42,,732.5288,,0.0000045,4.12,1,2,1,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,25047.57,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5532,,,,,,,0.243,,36.768,,220.22,,496.4207,,0.0000045,4.12,1,2,1,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,22185.97,0.001
5533,(8'R)-Neochrome,59491-56-4,C41 H58 O3,(M+NH4)+,598.4386,,0.245,,42.256,,252,,616.4675,,0.0000045,4.12,1,2,1,81.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,21925.14,0.001,0.001,0.001
5534,,,,,,,0.229,,48.734,,289.62,,765.5483,,0.0000045,4.12,1,2,1,93.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,21915.58,0.001,0.001,0.001
5535,3-Deoxyestradiol,2529-64-8,C18 H24 O,(M+Na)+,256.1827,,1.615,0,28.526,0.065,174.03,0.4,279.1717,0.0003,0.0000045,3.04,1,2,2,93.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,27491.38,0.001,0.001,0.001,12344.65,0.001,0.001
5536,,,,,,,1.894,,46.786,,277.47,,856.4116,,0.0000045,4.12,1,2,1,89,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,21851.18,0.001,0.001,0.001
5537,,,,,,,2.284,,37.734,,223.35,,894.9592,,0.0000045,4.12,1,2,1,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,22099.77,0.001
5538,Cetiedil,14176-10-4,C20 H31 N O2 S,(M+NH4)+,349.2075,,1.481,,32.318,,195.2,,367.241,,0.0000045,4.12,1,2,1,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,39813.54,0.001,0.001,0.001,0.001,0.001,0.001
5539,Lamioside,,C18 H28 O11,(M+H)+,420.1632,,1.687,,26.942,,161.74,,421.1712,,0.0000045,4.12,1,2,1,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,38979.12,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5540,Notoginsenoside R10,335157-20-5,C30 H50 O9,(M+H)+,554.3455,,2.328,,39.436,,235.64,,555.3509,,0.0000045,4.12,1,2,1,99.8,,FALSE,0.001,0.001,0.001,28207.1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5541,Almitrine,27469-53-0,C26 H29 F2 N7,(M+H)+,477.2453,,1.89,,33.81,,202.59,,478.2512,,0.0000045,4.12,1,2,1,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,39321.34,0.001,0.001
5542,Cinncassiol D2 glucoside,,C26 H42 O11,(M+Na)+,530.2727,,0.44,,38.954,,232.76,,553.2654,,0.0000045,4.12,1,2,1,93.5,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,44168.63
5543,8-Methyldihydrochelerythrine,159465-79-9,C22 H21 N O4,(M+Na)+,363.1471,,2.829,,25.408,,152.87,,386.1368,,0.0000044,4.12,1,2,1,97.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,44016.4
5544,,,,,,,1.677,,37.312,,222.61,,584.2371,,0.0000044,4.12,1,2,1,93.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,43889.46
5545,,,,,,,0.808,,51.803,,306.58,,1024.4897,,0.0000044,4.12,1,2,1,89.5,,FALSE,0.001,0.001,0.001,0.001,0.001,24648.11,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5546,pitavastatin,147511-69-1,C25 H24 F N O4,(M+NH4)+,421.1689,,0.226,,34.846,,209.36,,439.2038,,0.0000044,4.12,1,2,1,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,21843.5,0.001
5547,,,,,,,1.403,0.002,53.715,0.09,317.65,0.53,1103.6197,0.0033,0.0000044,1.94,1,2,4,93.6,,FALSE,0.001,0.001,0.001,0.001,5205.813,0.001,9255.336,0.001,0.001,0.001,0.001,0.001,11935.25,0.001,0.001,0.001,14410.51
5548,,,,,,,0.244,,42.966,,256.1,,634.4553,,0.0000044,4.12,1,2,1,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,26573.62,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5549,,,,,,,1.326,0.003,43.732,0.136,260.48,0.81,660.3756,0.0008,0.0000044,2.94,1,2,2,98.6,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,24970.48,0.001,0.001,0.001,14190.24,0.001,0.001
5550,,,,,,,1.485,,47.304,,281.48,,709.4862,,0.0000044,4.12,1,2,1,91.5,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,21780.08,0.001
5551,,,,,,,0.966,,37.453,,224.07,,521.2443,,0.0000044,4.12,1,2,1,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,43636.65
5552,Linopirdine,105431-72-9,C26 H21 N3 O,(M+H)+,391.1685,,1.333,,31.509,,189.84,,392.1746,,0.0000044,4.12,1,2,1,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,38433.57,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5553,Ganoderic acid V,86377-50-6,C32 H48 O6,(M+Na)+,528.3451,,0.221,,39.767,,237.67,,551.3312,,0.0000044,4.12,1,2,1,92.6,,FALSE,0.001,0.001,0.001,0.001,35730.93,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5554,,,,,,,2.76,,48.239,,285.73,,939.5444,,0.0000044,4.12,1,2,1,93.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,38805.36,0.001,0.001
5555,,,,,,,1.852,,35.513,,210.35,,832.3885,,0.0000044,4.12,1,2,1,87.5,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,38799.3,0.001,0.001
5556,Phytol,150-86-7,C20 H40 O,(M+NH4)+,296.3079,,0.636,,31.84,,193.43,,314.3432,,0.0000044,4.12,1,2,1,94.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,35685.04,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5557,Butyl (S)-3-hydroxybutyrate [arabinosyl-(1-6)-glucoside],,C19 H34 O12,(M+H)+,454.205,,1.924,,33.267,,199.59,,455.2149,,0.0000044,4.12,1,2,1,96.2,,FALSE,0.001,0.001,0.001,0.001,35688.04,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5558,Methyllycaconitine,21019-30-7,C37 H50 N2 O10,(M+NH4)+,682.3465,,2.845,,33.317,,197.85,,700.3764,,0.0000044,4.12,1,2,1,80.2,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,44440.82,0.001,0.001,0.001,0.001
5559,,,,,,,2.76,,51.312,,304.03,,939.5454,,0.0000044,4.12,1,2,1,93.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,44428.65,0.001,0.001,0.001,0.001
5560,,,,,,,1.805,,33.556,,201.93,,413.2777,,0.0000044,4.12,1,2,1,92.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,44356.1,0.001,0.001,0.001,0.001
5561,"1,2-Dihydro-1,1,6-trimethylnaphthalene",30364-38-6,C13 H16,(M+NH4)+,172.1252,,0.263,,23.393,,145.45,,190.1608,,0.0000044,4.12,1,2,1,91.2,,FALSE,0.001,12846.13,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5562,Kni 102,139694-65-8,C31 H41 N5 O7,(M+NH4)+,595.3006,,1.443,,40.374,,240.74,,613.3365,,0.0000044,4.12,1,2,1,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,43344.36
5563,O-Methylsomniferine,117611-62-8,C37 H38 N2 O7,(M+NH4)+,622.2679,,0.893,,39.833,,237.27,,640.2983,,0.0000044,4.12,1,2,1,93.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,37993.21,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5564,Orange B,15139-76-1,C22 H18 N4 O9 S2,(M+NH4)+,546.0515,,0.236,,35.482,,211.79,,564.0852,,0.0000044,4.12,1,2,1,97.6,,FALSE,0.001,0.001,0.001,0.001,0.001,24245.75,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5565,Minoxidil,38304-91-5,C9 H15 N5 O,(M+NH4)+,209.1277,,2.095,,24.763,,152.44,,227.1595,,0.0000043,4.12,1,2,1,86.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,26153.01,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5566,,,,,,,0.231,,47.985,,285.44,,723.544,,0.0000043,4.12,1,2,1,89.8,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,21417.76,0.001
5567,,,,,,,1.329,,43.409,,258.12,,717.3487,,0.0000043,4.12,1,2,1,93.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,42975.27
5568,2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate,841-01-0,C6 H11 N3 O7 P2,(M+NH4)+,299.0072,,1.497,,29.304,,177.84,,317.0406,,0.0000043,4.12,1,2,1,91.4,,FALSE,0.001,0.001,0.001,0.001,0.001,24144.58,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5569,Lycoperoside D,81037-16-3,C39 H65 N O12,(M+Na)+,739.4507,,0.848,,47.046,,279.56,,762.445,,0.0000043,4.12,1,2,1,82.4,,FALSE,11545.61,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5570,6'''-Deamino-6'''-dehydro-6'''-oxoneomycin C,,C23 H43 N5 O14,(M+H)+,613.2807,,1.855,,41.34,,246.52,,614.2875,,0.0000043,4.12,1,2,1,99,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,38446.72,0.001,0.001,0.001,0.001,0.001,0.001
5571,Enkephalin L,14-18-6,C28 H37 N5 O7,(2M+NH4)+,555.2693,,2.617,,53.335,,315.3,,1128.5727,,0.0000043,4.12,1,2,1,84.9,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,25964.64,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5572,,,,,,,1.848,,28.775,,171.73,,530.745,,0.0000043,4.12,1,2,1,89.6,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,20530.79,0.001,0.001,0.001,0.001,0.001
5573,,,,,,,1.16,0.09,46.598,0.09,274.98,0.54,1245.0992,0.0054,0.0000043,3.44,1,2,2,93.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,21331,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3642.077,0.001
5574,Flumetsulam,98967-40-9,C12 H9 F2 N5 O2 S,(M+H)+,325.0445,,1.331,,29.567,,179.25,,326.051,,0.0000043,4.12,1,2,1,83.9,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,37725.71,0.001,0.001
5575,,,,,,,0.451,0.002,39.827,0.221,237.66,1.33,590.3532,0.0021,0.0000043,2.93,1,2,2,82.8,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,14110.45,0.001,27172.29,0.001,0.001,0.001,0.001
5576,Quercetin 3-sophoroside,,C27 H30 O17,(M+Na)+,626.1483,,0.232,0.005,38.745,0.112,230.68,0.67,649.138,0.0035,0.0000043,3.36,1,2,2,83.1,,FALSE,0.001,0.001,0.001,0.001,27792.42,0.001,0.001,5067.968,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5577,,,,,,,0.216,,0.352,,0.61,,1197.8314,,0.0000043,4.12,1,2,1,87.8,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,34475.93,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5578,,,,,,,2.541,,40.515,,239.51,,1006.4738,,0.0000043,4.12,1,2,1,99.9,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,34460.93,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5579,11-beta-hydroxyandrosterone-3-glucuronide,,C25 H38 O9,(M+H)+,482.2516,,2.895,,29.203,,174.73,,483.2582,,0.0000042,4.12,1,2,1,91,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,20958,0.001
5580,,,,,,,0.227,,30.751,,185.56,,373.1006,,0.0000042,4.12,1,2,1,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,20285.59,0.001,0.001,0.001,0.001,0.001
5581,Eprosartan,133040-01-4,C23 H24 N2 O4 S,(M+Na)+,424.1457,,1.74,0.009,33.228,0.231,199.46,1.4,447.1353,0.0005,0.0000042,2.82,1,2,2,82.4,,FALSE,0.001,0.001,0.001,0.001,17708.25,0.001,0.001,0.001,0.001,0.001,0.001,0.001,20614.96,0.001,0.001,0.001,0.001
5582,,,,,,,1.458,0.022,50.39,0.35,298.39,2.09,972.5381,0.002,0.0000042,2.31,1,2,4,82.3,,FALSE,0.001,0.001,0.001,0.001,16217.91,0.001,0.001,0.001,0.001,0.001,5566.457,0.001,0.001,1070.354,0.001,0.001,13646.69
5583,,,,,,,0.247,,37.82,,225.91,,556.4435,,0.0000042,4.12,1,2,1,100,,FALSE,0.001,0.001,0.001,0.001,34141.58,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5584,Remikiren,126222-34-2,C33 H50 N4 O6 S,(M+Na)+,630.3451,,1.477,,39.682,,236.27,,653.3354,,0.0000042,4.12,1,2,1,83.8,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,20092.8,0.001,0.001,0.001,0.001,0.001
5585,,,,,,,0.241,,41.583,,247.34,,697.0636,,0.0000042,4.12,1,2,1,94,,FALSE,0.001,0.001,0.001,0.001,34046.13,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5586,,,,,,,0.712,,46.388,,276.35,,664.4652,,0.0000042,4.12,1,2,1,93.4,,FALSE,0.001,12293.17,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5587,,,,,,,2.242,0.002,33.078,0.104,195.26,0.62,1010.4943,0.0019,0.0000042,2.87,1,2,2,99.8,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,15273.78,0.001,0.001,0.001,24646.82,0.001,0.001,0.001,0.001
5588,Cryptophycin 1,124689-65-2,C35 H43 Cl N2 O8,(M+NH4)+,654.2708,,1.884,,42.635,,253.81,,672.3087,,0.0000042,4.12,1,3,1,93.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,33791.36,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5589,,,,,,,1.741,,40.922,,244.04,,611.4143,,0.0000042,4.12,1,2,1,92,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,41990.03,0.001,0.001,0.001,0.001
5590,Fenpyroximate,134098-61-6,C24 H27 N3 O4,(M+Na)+,421.2002,,1.878,,34.496,,207.17,,444.1901,,0.0000041,4.12,1,2,1,93.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,41086.64
5591,,,,,,,1.018,,44.366,,264.29,,658.5082,,0.0000041,4.12,1,2,1,86.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,19829,0.001,0.001,0.001,0.001,0.001
5592,Olitoriusin,125708-07-8,C41 H62 O19,(M+H)+,858.3885,,1.86,,36.27,,214.76,,859.396,,0.0000041,4.12,1,2,1,93.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,36158.47,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5593,,,,,,,0.241,,42.601,,254.09,,614.4858,,0.0000041,4.12,1,2,1,93.7,,FALSE,0.001,0.001,0.001,0.001,33593.33,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
